subject,ps,stk1,stk2,stk3,dep
PD13-18LPM,ps6,0.010798175230616,0.0328370801815361,0.0172458525486866,0.054137194
PD13-45LPM,ps6,0.0269954380765401,0.0820927004538402,0.0431146313717164,0.566789246
PD01-18LPM,ps7,0.012711459151783,0.0485146386291657,0.0151852331877772,0.038801069
PD01-45LPM,ps7,0.0317786478794575,0.121286596572914,0.0379630829694431,0.33845683
PD07-18LPM,ps7,0.0181429981970544,0.0330062812078876,0.00994337989891566,0.049725466
PD07-45LPM,ps7,0.0453574954926359,0.082515703019719,0.0248584497472891,0.360294898
PD03-18LPM,ps7,0.0131309992818498,0.083073690667364,0.0227095903580181,0.158196805
PD03-45LPM,ps7,0.0328274982046245,0.20768422666841,0.0567739758950454,0.535539274
PD02-18LPM,ps7,0.0156198559294592,0.0773310453370436,0.0213043722636302,0.63359177
PD02-45LPM,ps7,0.0390496398931606,0.193327613342609,0.0532609306590756,0.962077508
PD08-18LPM,ps7,0.032682235015317,0.228196310831218,0.0212772140985074,0.794573274
PD08-45LPM,ps7,0.0817055875382924,0.570490777078044,0.0531930352462685,0.9986709171
PD20-18LPM,ps7,0.0185484570618662,0.0703013065525307,0.0211120330379779,0.8959908687
PD20-45LPM,ps7,0.0463711426546655,0.175753266381327,0.0527800825949448,0.996834746
PD21-18LPM,ps7,0.0131684464737737,0.034157708418272,0.0312159964823122,0.514698275
PD21-45LPM,ps7,0.0329211161844343,0.0853942710456799,0.0780399912057805,0.9498928245
PD09-18LPM,ps7,0.0346613373415872,0.212975682421469,0.0236227563127682,0.7118521462
PD09-45LPM,ps7,0.086653343353968,0.532439206053672,0.0590568907819205,0.9987716892
PD19-18LPM,ps7,0.00954867572163304,0.746435916077041,0.0177164302408244,0.24487264
PD19-45LPM,ps7,0.0238716893040826,1.8660897901926,0.0442910756020611,0.793710912
PD10-18LPM,ps7,0.0121650681145428,0.103390687093751,0.00853466544013617,0.43700012
PD10-45LPM,ps7,0.030412670286357,0.258476717734378,0.0213366636003404,0.86119866
PD13-18LPM,ps7,0.0146400493891273,0.0445201587662137,0.0233817406810109,0.119456726
PD13-45LPM,ps7,0.0366001234728183,0.111300396915534,0.0584543517025272,0.742416474
PD01-18LPM,ps8,0.0165538438938439,0.0631795095153029,0.0197753835087314,0.061992392
PD01-45LPM,ps8,0.0413846097346098,0.157948773788257,0.0494384587718285,0.48938783
PD07-18LPM,ps8,0.023627213550712,0.0429833286727784,0.0129490372944909,0.098926296
PD07-45LPM,ps8,0.0590680338767801,0.107458321681946,0.0323725932362272,0.532405023
PD03-18LPM,ps8,0.0171002014549548,0.108184976293625,0.029574182569516,0.23848272
PD03-45LPM,ps8,0.042750503637387,0.270462440734062,0.07393545642379,0.704752179
PD02-18LPM,ps8,0.020341382811613,0.10070646000366,0.0277441990331224,0.80201764
PD02-45LPM,ps8,0.0508534571195573,0.251766150009149,0.0693604975828061,0.9987674184
PD08-18LPM,ps8,0.0425613306926758,0.297174861008872,0.0277088315729026,0.933166503
PD08-45LPM,ps8,0.10640332673169,0.742937152522179,0.0692720789322565,0.99999999
PD20-18LPM,ps8,0.0241552334006227,0.0915517912072764,0.027493720037903,0.953087483
PD20-45LPM,ps8,0.0603880835015568,0.228879478018191,0.0687343000947575,0.999488175
PD21-18LPM,ps8,0.0171489680805616,0.0444828061181473,0.0406518816281209,0.704983261
PD21-45LPM,ps8,0.0428724202014041,0.111207015295368,0.101629704070302,0.9870129179
PD09-18LPM,ps8,0.0451386706005357,0.277353383108292,0.0307633778053741,0.84500253
PD09-45LPM,ps8,0.112846676501339,0.69338345777073,0.0769084445134352,0.9982585222
PD19-18LPM,ps8,0.0124350230293333,0.972066501882636,0.023071703811568,0.417188136
PD19-45LPM,ps8,0.0310875575733332,2.43016625470659,0.0576792595289201,0.90461527
PD10-18LPM,ps8,0.0158422912839139,0.134643338250208,0.0111145005223403,0.5885499
PD10-45LPM,ps8,0.0396057282097848,0.33660834562552,0.0277862513058506,0.86902822
PD13-18LPM,ps8,0.0190654030581363,0.0579775893188215,0.030449508634538,0.235696565
PD13-45LPM,ps8,0.0476635076453409,0.144943973297054,0.0761237715863451,0.829761168
PD01-18LPM,ps9,0.0209028441374278,0.0797779324576472,0.0249707416532177,0.105906514
PD01-45LPM,ps9,0.0522571103435695,0.199444831144118,0.0624268541330444,0.64768647
PD07-18LPM,ps9,0.0298345185214607,0.0542758422464673,0.0163509883282843,0.150578335
PD07-45LPM,ps9,0.0745862963036519,0.135689605616168,0.0408774708207108,0.656022884
PD03-18LPM,ps9,0.02159273991127,0.136607165802616,0.0373438660353877,0.33695769
PD03-45LPM,ps9,0.053981849778175,0.34151791450654,0.0933596650884692,0.822322486
PD02-18LPM,ps9,0.0256854394168246,0.127163905289178,0.0350331120570009,0.897554267
PD02-45LPM,ps9,0.0642135986563688,0.317909763222945,0.0875827801425022,0.9998971766
PD08-18LPM,ps9,0.0537429776102559,0.375248180486967,0.0349884529123785,0.9768889628
PD08-45LPM,ps9,0.13435744402564,0.938120451217418,0.0874711322809462,1.00000003
PD20-18LPM,ps9,0.0305012589290017,0.115604136077404,0.0347168276078816,0.9738809558
PD20-45LPM,ps9,0.0762531473225043,0.28901034019351,0.086792069019704,0.9997950201
PD21-18LPM,ps9,0.0216543184292689,0.056169260085196,0.0513318810431564,0.829760298
PD21-45LPM,ps9,0.0541357960731722,0.14042315021299,0.128329702607891,0.9976402617
PD09-18LPM,ps9,0.0569974322691646,0.350219234594626,0.0388454848028183,0.9492257454
PD09-45LPM,ps9,0.142493580672911,0.875548086486564,0.0971137120070458,1.000000031
PD19-18LPM,ps9,0.0157019330310431,1.22744630856545,0.0291330661235395,0.595188119
PD19-45LPM,ps9,0.0392548325776077,3.06861577141363,0.0728326653088488,0.971810728
PD10-18LPM,ps9,0.0200043535272513,0.170016627656716,0.0140344848950905,0.65106928
PD10-45LPM,ps9,0.0500108838181282,0.425041569141791,0.0350862122377262,0.90716264
PD13-18LPM,ps9,0.0240742362376431,0.0732093718393592,0.038449156409268,0.348148125
PD13-45LPM,ps9,0.0601855905941077,0.183023429598398,0.0961228910231701,0.904688914
PD01-18LPM,ps10,0.0257584598825347,0.0983099074561984,0.0307713076212363,0.20714138
PD01-45LPM,ps10,0.0643961497063367,0.245774768640496,0.0769282690530908,0.75781009
PD07-18LPM,ps10,0.0367649131093005,0.0668838219289544,0.020149233000296,0.207680917
PD07-45LPM,ps10,0.0919122827732512,0.167209554822386,0.0503730825007401,0.767796445
PD03-18LPM,ps10,0.0266086146507954,0.168340259194338,0.0460186407556332,0.45642789
PD03-45LPM,ps10,0.0665215366269885,0.420850647985846,0.115046601889083,0.895430264
PD02-18LPM,ps10,0.031652025745094,0.156703381193599,0.0431711113352656,0.9534194447
PD02-45LPM,ps10,0.0791300645035952,0.391758452983997,0.107927778338164,0.99999996
PD08-18LPM,ps10,0.0662271757680573,0.462416269265504,0.043116078116935,0.9911991654
PD08-45LPM,ps10,0.165567939420143,1.15604067316376,0.107790195292338,0.999897678
PD20-18LPM,ps10,0.0375865336470032,0.142458341162913,0.0427813557479137,0.9879658627
PD20-45LPM,ps10,0.0939663341175079,0.356145852907283,0.106953389369784,1
PD21-18LPM,ps10,0.0266844975198955,0.0692170703194182,0.0632559947274186,0.8981728873
PD21-45LPM,ps10,0.0667112437997387,0.173042675798546,0.158139986818547,0.9985545584
PD09-18LPM,ps10,0.0702376223474739,0.43157323688047,0.0478690773051009,0.983413096
PD09-45LPM,ps10,0.175594055868685,1.07893309220117,0.119672693262752,0.9999999747
PD19-18LPM,ps10,0.0193494057267625,1.51257533612548,0.0359005171767389,0.779171121
PD19-45LPM,ps10,0.0483735143169063,3.78143834031371,0.0897512929418473,0.989047354
PD10-18LPM,ps10,0.0246512548445549,0.209510555313277,0.0172946185583869,0.78172103
PD10-45LPM,ps10,0.0616281371113873,0.523776388283191,0.0432365463959672,0.94942434
PD13-18LPM,ps10,0.0296665489276475,0.0902155063278269,0.0473806840052008,0.499579671
PD13-45LPM,ps10,0.0741663723191188,0.225538765819567,0.118451710013002,0.932836533
PD01-18LPM,ps11,0.0311206911291645,0.118775434510957,0.0371770814127871,0.32812182
PD01-45LPM,ps11,0.0778017278229113,0.296938586277391,0.0929427035319678,0.856422972
PD07-18LPM,ps11,0.0444183973142313,0.0808072677202396,0.024343771310526,0.295935917
PD07-45LPM,ps11,0.111045993285578,0.202018169300599,0.0608594282763149,0.843153401
PD03-18LPM,ps11,0.032147825673531,0.203384256468791,0.0555985067302525,0.55738415
PD03-45LPM,ps11,0.0803695641838274,0.508460641171978,0.138996266825631,0.93156212
PD02-18LPM,ps11,0.0382411417964212,0.189324887716922,0.0521581968679165,0.9807218916
PD02-45LPM,ps11,0.0956028546612365,0.473312219292305,0.130395492169791,1.00000001
PD08-18LPM,ps11,0.0800139251660799,0.558679127344482,0.0520917071865723,0.9983958235
PD08-45LPM,ps11,0.2000348129152,1.39669781836121,0.130229267966431,0.999999953
PD20-18LPM,ps11,0.0454110575546271,0.172114406463804,0.0516873044579992,0.9930025542
PD20-45LPM,ps11,0.113527643886568,0.43028601615951,0.129218261144998,1
PD21-18LPM,ps11,0.0322395053524414,0.0836262368208138,0.0764242226809076,0.9508054582
PD21-45LPM,ps11,0.0805987633811035,0.209065592052034,0.191060556702269,0.9990651779
PD09-18LPM,ps11,0.0848592408354637,0.521415389965824,0.0578341553122218,0.9695960543
PD09-45LPM,ps11,0.212148102088659,1.30353847491456,0.144585388280554,0.99999995
PD19-18LPM,ps11,0.0233774411164915,1.82745358456273,0.0433740569711662,0.879391632
PD19-45LPM,ps11,0.0584436027912288,4.56863396140683,0.108435142427915,0.9963663172
PD10-18LPM,ps11,0.0297829952358248,0.253125121219888,0.0208949015122294,0.90488071
PD10-45LPM,ps11,0.074457488089562,0.632812803049721,0.0522372537805736,0.98430406
PD13-18LPM,ps11,0.0358423411281496,0.108995992784225,0.0572440914223365,0.64485185
PD13-45LPM,ps11,0.0896058528203741,0.272489981960562,0.143110228555841,0.964139714
PD01-18LPM,ps12,0.0369895378773174,0.141174513621922,0.0441880630278701,0.44697054
PD01-45LPM,ps12,0.0924738446932934,0.352936284054804,0.110470157569675,0.907918902
PD07-18LPM,ps12,0.0527949711362531,0.096046179620323,0.0289346032589742,0.374486943
PD07-45LPM,ps12,0.131987427840633,0.240115449050807,0.0723365081474354,0.903116412
PD03-18LPM,ps12,0.0382103729794767,0.241739157625975,0.0660834639592456,0.66718487
PD03-45LPM,ps12,0.0955259324486918,0.604347894064937,0.165208659898114,0.958882764
PD02-18LPM,ps12,0.0454527875708061,0.225028424859147,0.0619943686549537,0.995462886
PD02-45LPM,ps12,0.113631969129293,0.562571062147869,0.154985921637384,1
PD08-18LPM,ps12,0.0951032258043238,0.664036754723902,0.0619153401212902,0.9997838923
PD08-45LPM,ps12,0.237758064510809,1.66009188680975,0.154788350303225,1.0000000273
PD20-18LPM,ps12,0.0539748306518735,0.204572331980077,0.0614346737381383,0.9959646157
PD20-45LPM,ps12,0.134937076629684,0.511430829950192,0.153586684345346,1
PD21-18LPM,ps12,0.0383193419269067,0.0993967595893828,0.0908365649036234,0.9821193779
PD21-45LPM,ps12,0.0957983548172668,0.248491898973457,0.227091412259058,1
PD09-18LPM,ps12,0.100862287733134,0.619745693850689,0.068740718824181,0.9861366273
PD09-45LPM,ps12,0.252155719332835,1.54936423462672,0.171851797060453,1.00000005
PD19-18LPM,ps12,0.0277860392002301,2.1720810538772,0.0515536855068214,0.931472626
PD19-45LPM,ps12,0.0694650980005753,5.43020263469301,0.128884213767053,0.9994772414
PD10-18LPM,ps12,0.0353995747010609,0.300860325376552,0.0248353337566181,0.94167395
PD10-45LPM,ps12,0.0884989367526523,0.75215081344138,0.0620883343915453,0.9967868
PD13-18LPM,ps12,0.0426016128391495,0.129550831208552,0.0680393786606749,0.763092815
PD13-45LPM,ps12,0.106504032097874,0.323877078021381,0.170098446651687,0.984152968
PD01-18LPM,ps13,0.0433650001269932,0.165507144789094,0.0518042524664853,0.54627822
PD01-45LPM,ps13,0.108412500317483,0.413767861972734,0.129510631166213,0.951655714
PD07-18LPM,ps13,0.061894634575366,0.112600557629204,0.0339217288456406,0.462699636
PD07-45LPM,ps13,0.154736586438415,0.281501394073011,0.0848043221141015,0.929530932
PD03-18LPM,ps13,0.0447962565686327,0.283404962665889,0.0774735124426125,0.74793344
PD03-45LPM,ps13,0.111990641421582,0.708512406664723,0.193683781106531,0.975852016
PD02-18LPM,ps13,0.0532869630682488,0.263813992620275,0.0726796266963772,0.997698856
PD02-45LPM,ps13,0.133217407907764,0.659534981550689,0.181699066740943,1.000000049
PD08-18LPM,ps13,0.111495077682789,0.778489151403763,0.0725869769210888,0.9994522531
PD08-45LPM,ps13,0.278737694206972,1.94622287850941,0.181467442302722,1.0000000121
PD20-18LPM,ps13,0.0632778529387424,0.239832117711731,0.0720234635883308,0.9971197575
PD20-45LPM,ps13,0.158194632346856,0.599580294279328,0.180058658970827,1
PD21-18LPM,ps13,0.0449240072432913,0.116528638625125,0.106493021395566,0.992751201
PD21-45LPM,ps13,0.112310018108228,0.291321596562813,0.266232553488915,1.00000003
PD09-18LPM,ps13,0.118246763040485,0.726564148535064,0.0805887678409786,1.00000002
PD09-45LPM,ps13,0.295616907601211,1.81641037133766,0.201471919602446,0.99999998
PD19-18LPM,ps13,0.0325751999779783,2.54645774406889,0.0604394027837044,0.94484739
PD19-45LPM,ps13,0.0814379999449458,6.36614436017223,0.151098506959261,1.0000000475
PD10-18LPM,ps13,0.0415009932402633,0.352716167783267,0.029115915291553,0.95413968
PD10-45LPM,ps13,0.103752483100658,0.881790419458167,0.0727897882288825,0.999687468
PD13-18LPM,ps13,0.049944364060647,0.15188002160081,0.0797665457202162,0.842767261
PD13-45LPM,ps13,0.124860910151618,0.379700054002025,0.199416364300541,0.9904576674
PD01-18LPM,ps14,0.050247077878192,0.191773328012473,0.0600256497286327,0.6170016
PD01-45LPM,ps14,0.12561769469548,0.479433320031182,0.150064124321582,0.969653551
PD07-18LPM,ps14,0.0717173876315699,0.130470401746884,0.0393051480705253,0.55189196
PD07-45LPM,ps14,0.179293469078925,0.32617600436721,0.0982628701763131,0.94651023
PD03-18LPM,ps14,0.0519054764409988,0.328381671588534,0.0897686521803533,0.801105601
PD03-45LPM,ps14,0.129763691102497,0.820954178971335,0.224421630450883,0.959486458
PD02-18LPM,ps14,0.0617436682887493,0.305681591000306,0.0842139709921869,0.999889022
PD02-45LPM,ps14,0.154359170996649,0.764203977500765,0.210534927480467,0.999999988
PD08-18LPM,ps14,0.129189480801475,0.902036317384065,0.084106617585968,0.99988893
PD08-45LPM,ps14,0.322973702003688,2.25509079346016,0.21026654396492,1.0000000354
PD20-18LPM,ps14,0.0733201244152338,0.277893763658768,0.0834536740085768,0.999887399
PD20-45LPM,ps14,0.183300311038085,0.694734409146919,0.208634185021442,1.0000000192
PD21-18LPM,ps14,0.0520535013015953,0.135021873928041,0.123393592156735,0.997729043
PD21-45LPM,ps14,0.130133753253988,0.337554684820102,0.308483980391838,0.99999997
PD09-18LPM,ps14,0.137012666757516,0.84187075401895,0.0933783023626144,1.000000005
PD09-45LPM,ps14,0.342531666893789,2.10467688504738,0.233445755906536,1.00000002
PD19-18LPM,ps14,0.0377449234497361,2.9505836551378,0.0700312088018153,0.954545496
PD19-45LPM,ps14,0.0943623086243402,7.3764591378445,0.175078022004538,1.00000005
PD10-18LPM,ps14,0.0480872508534319,0.408692648440034,0.033736646117034,0.96565016
PD10-45LPM,ps14,0.12021812713358,1.02173162110008,0.084341615292585,0.999895069
PD13-18LPM,ps14,0.0578705947926423,0.175983563960998,0.0924255926009603,0.917361718
PD13-45LPM,ps14,0.144676486981606,0.439958909902495,0.231063981502401,0.9967003764
