subject,ps,stk1,stk2,stk3,dep
PD01-18LPM,ps15,0.0576357711309137,0.219973063292059,0.0688522548143123,0.70410588
PD01-45LPM,ps15,0.144089427827284,0.549932658230147,0.172130637035781,0.974655072
PD07-18LPM,ps15,0.0822632303048649,0.149655711973362,0.0450848609336282,0.64635099
PD07-45LPM,ps15,0.205658075762162,0.374139279933405,0.11271215233407,0.965625387
PD03-18LPM,ps15,0.0595380325965751,0.37666928439391,0.102968883172468,0.85945183
PD03-45LPM,ps15,0.148845081491438,0.941673210984775,0.25742220793117,0.961143451
PD02-18LPM,ps15,0.0708229032323075,0.350631219999239,0.0965974015423829,0.9998872579
PD02-45LPM,ps15,0.17705725839595,0.876578049998097,0.241493503855957,1.00000002
PD08-18LPM,ps15,0.148186435160383,1.03467825266481,0.096474262115928,0.99999997
PD08-45LPM,ps15,0.370466087900957,2.58669563166202,0.24118565528982,0.999999989
PD20-18LPM,ps15,0.0841016450813477,0.318757269821185,0.0957253049988764,0.9996563377
PD20-45LPM,ps15,0.210254112703369,0.796893174552964,0.239313262497191,0.9999999857
PD21-18LPM,ps15,0.0597078241018186,0.15487646549813,0.141538277187131,0.998382103
PD21-45LPM,ps15,0.149269560254546,0.387191163745325,0.353845692967828,0.9999999718
PD09-18LPM,ps15,0.157159998884227,0.965665510302347,0.107109322389089,1
PD09-45LPM,ps15,0.392899997210568,2.41416377575587,0.267773305972722,0.99999996
PD19-18LPM,ps15,0.0432952096155035,3.38445878708392,0.0803291035611541,0.9874829477
PD19-45LPM,ps15,0.108238024038759,8.46114696770981,0.200822758902885,0.9997864792
PD10-18LPM,ps15,0.0551583475405668,0.468789767346852,0.0386975262330612,0.97092767
PD10-45LPM,ps15,0.137895868851417,1.17197441836713,0.0967438155826529,1.0000000419
PD13-18LPM,ps15,0.0663803050351352,0.201861458289116,0.106016519302907,0.953328129
PD13-45LPM,ps15,0.165950762587838,0.504653645722789,0.265041298257268,0.9992740074
PD01-18LPM,ps16,0.0655310798851585,0.250106350627852,0.0782840677235241,0.7762092
PD01-45LPM,ps16,0.163827699712896,0.62526587656963,0.19571016930881,0.981702926
PD07-18LPM,ps16,0.0935321625952509,0.170156488308638,0.0512608674349493,0.744090491
PD07-45LPM,ps16,0.233830406488127,0.425391220771594,0.128152168587373,0.9819138193
PD03-18LPM,ps16,0.0676939250353616,0.428267801082017,0.117074205418956,0.903952116
PD03-45LPM,ps16,0.169234812588404,1.07066950270504,0.292685513547391,0.969871748
PD02-18LPM,ps16,0.0805246678989235,0.398662879617074,0.109829918346965,1.0000000083
PD02-45LPM,ps16,0.201311670105666,0.996657199042685,0.274574795867413,1.0000000309
PD08-18LPM,ps16,0.168485940759512,1.17641495724599,0.109689910510969,0.99999997
PD08-45LPM,ps16,0.421214851898779,2.94103739311499,0.274224776277421,0.9999999712
PD20-18LPM,ps16,0.095622414937084,0.362422636198985,0.108838356559229,0.9997667533
PD20-45LPM,ps16,0.23905603734271,0.906056590497463,0.272095891398073,1.00000005
PD21-18LPM,ps16,0.0678869756439612,0.176092413335393,0.160927076486754,0.998583347
PD21-45LPM,ps16,0.169717439109903,0.440231033338482,0.402317691216884,0.999999979
PD09-18LPM,ps16,0.178688759420619,1.09794841738525,0.121781827920401,1
PD09-45LPM,ps16,0.446721898551548,2.74487104346313,0.304454569801003,1.000000032
PD19-18LPM,ps16,0.0492260584752804,3.84808313990727,0.0913330870617208,0.9944354044
PD19-45LPM,ps16,0.123065146188201,9.62020784976817,0.228332717654302,1.0000000034
PD10-18LPM,ps16,0.0627142833016679,0.533007524503722,0.0439985556396345,0.98011523
PD10-45LPM,ps16,0.15678570825417,1.33251881125931,0.109996389099086,0.9999999621
PD13-18LPM,ps16,0.0754734947881259,0.229513704585163,0.120539325826057,0.977473454
PD13-45LPM,ps16,0.188683736970315,0.573784261462909,0.301348314565143,0.9991660967
PD01-18LPM,ps17,0.0739330041409262,0.282173190019852,0.0883210884562682,0.85263915
PD01-45LPM,ps17,0.184832510352316,0.70543297504963,0.22080272114067,0.985775717
PD07-18LPM,ps17,0.105524184502728,0.191972730752712,0.0578331675744887,0.820694536
PD07-45LPM,ps17,0.26381046125682,0.479931826881779,0.144582918936222,0.9906601499
PD03-18LPM,ps17,0.0763731537573583,0.483177221652854,0.132084618919818,0.939764872
PD03-45LPM,ps17,0.190932884393396,1.20794305413213,0.330211547299546,0.974149114
PD02-18LPM,ps17,0.0908489622885973,0.449776569853812,0.123911521405934,1.0000000265
PD02-45LPM,ps17,0.227122406125796,1.12444142463453,0.309778803514834,0.9999999659
PD08-18LPM,ps17,0.190087997598862,1.32724643112762,0.12375356277109,0.999999979
PD08-45LPM,ps17,0.475219993997154,3.31811607781905,0.309383906927725,1.000000037
PD20-18LPM,ps17,0.107882433982443,0.408889862792167,0.122792828689636,0.9996427043
PD20-45LPM,ps17,0.269706084956107,1.02222465698042,0.30698207172409,0.99999999
PD21-18LPM,ps17,0.0765909559280232,0.198669717439829,0.181559990055603,0.999396238
PD21-45LPM,ps17,0.191477389820058,0.496674293599572,0.453899975139008,1.00000003
PD09-18LPM,ps17,0.201598948366691,1.23871947526767,0.137395818956552,0.99999996
PD09-45LPM,ps17,0.503997370916729,3.09679868816918,0.34348954739138,0.999999953
PD19-18LPM,ps17,0.055537470029067,4.34145671360783,0.103043159303515,0.99763478
PD19-45LPM,ps17,0.138843675072668,10.8536417840196,0.257607898258789,0.9999999893
PD10-18LPM,ps17,0.0707550581367353,0.601345919910644,0.049639734336754,0.98822538
PD10-45LPM,ps17,0.176887645341838,1.50336479977661,0.124099335841885,1.0000000592
PD13-18LPM,ps17,0.0851501640516143,0.258940302849141,0.13599401217041,0.9890578262
PD13-45LPM,ps17,0.212875410129036,0.647350757122853,0.339985030426024,0.999159373
PD01-18LPM,ps18,0.0828415438982169,0.316173581468059,0.0989633170125444,0.89490582
PD01-45LPM,ps18,0.207103859745542,0.790433953670147,0.247408292531361,0.990689652
PD07-18LPM,ps18,0.118239296027296,0.215104439305584,0.0648017613522464,0.872025515
PD07-45LPM,ps18,0.29559824006824,0.53776109826396,0.162004403380616,0.9947593999
PD03-18LPM,ps18,0.0855757187625652,0.541397546106422,0.148000123675054,0.965564716
PD03-45LPM,ps18,0.213939296906413,1.35349386526605,0.370000309187636,0.98173719
PD02-18LPM,ps18,0.101795786401329,0.503972290709452,0.138842210719288,1.000000001
PD02-45LPM,ps18,0.254489466456341,1.25993072677363,0.347105526798221,1.0000000123
PD08-18LPM,ps18,0.212992605678433,1.48717267430969,0.138665218896292,0.999999967
PD08-45LPM,ps18,0.532481514196083,3.71793168577422,0.34666304724073,1.0000000079
PD20-18LPM,ps18,0.120881702217424,0.45815894960073,0.137588721390096,0.9997561817
PD20-45LPM,ps18,0.30220425554356,1.14539737400183,0.34397180347524,1.000000015
PD21-18LPM,ps18,0.0858197649540046,0.222608377811438,0.203437017893679,0.99950551
PD21-45LPM,ps18,0.214549412385011,0.556520944528595,0.508592544734199,1.00000001
PD09-18LPM,ps18,0.225890565722444,1.3879786839496,0.153951295497541,0.99999998
PD09-45LPM,ps18,0.564726414306111,3.469946709874,0.384878238743853,0.999999981
PD19-18LPM,ps18,0.0622294442768632,4.86457950818561,0.115459320286538,0.99927611
PD19-45LPM,ps18,0.155573610692158,12.161448770464,0.288648300716345,0.999999988
PD10-18LPM,ps18,0.079280672045769,0.673804953567617,0.0556210623244196,0.99397071
PD10-45LPM,ps18,0.198201680114422,1.68451238391904,0.139052655811049,0.9999999808
PD13-18LPM,ps18,0.0954103128256004,0.290141253081049,0.152380578335965,0.9955638236
PD13-45LPM,ps18,0.238525782064001,0.725353132702623,0.380951445839913,0.9999999836
PD01-18LPM,ps19,0.0922566991570306,0.352107524972473,0.110210753392353,0.9313523
PD01-45LPM,ps19,0.230641747892577,0.880268812431182,0.275526883480882,0.996112182
PD07-18LPM,ps19,0.131677497168955,0.239551613967254,0.0721666487682223,0.916029548
PD07-45LPM,ps19,0.329193742922388,0.598879034918136,0.180416621920556,0.995474591
PD03-18LPM,ps19,0.0953016200509823,0.602928774442721,0.164820719684664,0.9780262517
PD03-45LPM,ps19,0.238254050127456,1.5073219361068,0.412051799211661,0.9846221492
PD02-18LPM,ps19,0.113365140237118,0.561250042183995,0.154621986287029,0.999999993
PD02-45LPM,ps19,0.283412851097301,1.40312510545999,0.386554965717573,0.999999972
PD08-18LPM,ps19,0.237199764998226,1.6561936867922,0.154424878886575,0.99999999
PD08-45LPM,ps19,0.592999412495565,4.1404842169805,0.386062197216436,1.0000000385
PD20-18LPM,ps19,0.134620219642028,0.510229896624675,0.153226034660609,0.9995002951
PD20-45LPM,ps19,0.33655054910507,1.27557474156169,0.383065086651524,1.000000033
PD21-18LPM,ps19,0.0955734027219053,0.247908394450221,0.226558160000982,0.9998731758
PD21-45LPM,ps19,0.238933506804763,0.619770986125553,0.566395400002456,1.00000004
PD09-18LPM,ps19,0.251563611487878,1.54572604343104,0.171448257543369,0.99999999
PD09-45LPM,ps19,0.628909028719694,3.86431510857759,0.428620643858422,0.9999999854
PD19-18LPM,ps19,0.0693019812186689,5.41745152364062,0.128581570010788,0.99963033
PD19-45LPM,ps19,0.173254953046672,13.5436288091015,0.321453925026971,0.999999966
PD10-18LPM,ps19,0.0882911250287689,0.750384625474642,0.0619425396026314,0.99571674
PD10-45LPM,ps19,0.220727812571922,1.87596156368661,0.154856349006579,1.000000025
PD13-18LPM,ps19,0.106253941110084,0.323116555280887,0.169699024322723,0.9986942154
PD13-45LPM,ps19,0.26563485277521,0.807791388202217,0.424247560806809,1.0000000377
PD01-18LPM,ps20,0.102178469917367,0.389975020533094,0.122063397595694,0.95222735
PD01-45LPM,ps20,0.255446174793418,0.974937551332734,0.305158493989234,0.998668296
PD07-18LPM,ps20,0.145838787927705,0.265314254737723,0.0799278298224164,0.942973779
PD07-45LPM,ps20,0.364596969819264,0.663285636844307,0.199819574556041,0.9960874218
PD03-18LPM,ps20,0.10555085762261,0.66777090666175,0.182546406948648,0.986344957
PD03-45LPM,ps20,0.263877144056524,1.66942726665438,0.45636601737162,0.9946790721
PD02-18LPM,ps20,0.125557023795965,0.62160982427744,0.171250848109157,1.000000034
PD02-45LPM,ps20,0.313892560048676,1.5540245606936,0.428127120272892,1.0000000331
PD08-18LPM,ps20,0.26270947555824,1.83430946857515,0.171032542741938,1.000000025
PD08-45LPM,ps20,0.656773688895599,4.58577367143788,0.427581356854845,0.9999999837
PD20-18LPM,ps20,0.149097986256254,0.565102703864002,0.169704768501176,0.9999999968
PD20-45LPM,ps20,0.372744965640635,1.41275675966001,0.424261921252941,1.000000032
PD21-18LPM,ps20,0.105851869231725,0.274569767356177,0.250923416377512,0.99986952
PD21-45LPM,ps20,0.264629673079313,0.686424418390443,0.627308540943781,1.000000009
PD09-18LPM,ps20,0.278618085662991,1.71196155371199,0.189886705094035,0.99999996
PD09-45LPM,ps20,0.696545214157478,4.27990388427996,0.474716762735087,1.0000000009
PD19-18LPM,ps20,0.0767550808544843,6.00007275997284,0.142409908476267,1.000000025
PD19-45LPM,ps20,0.191887702136211,15.0001818999321,0.356024771190666,0.9998871756
PD10-18LPM,ps20,0.097786417085735,0.831084935631719,0.0686041661713894,0.998575429
PD10-45LPM,ps20,0.244466042714338,2.0777123390793,0.171510415428474,1.0000000129
PD13-18LPM,ps20,0.117681048905066,0.357866209448655,0.187949350130684,0.9990320421
PD13-45LPM,ps20,0.294202622262664,0.894665523621637,0.469873375326711,1.0000000068
PD01-18LPM,ps21,0.112606856179227,0.429776068149921,0.134521249622566,0.96949692
PD01-45LPM,ps21,0.281517140448067,1.0744401703748,0.336303124056416,0.999487739
PD07-18LPM,ps21,0.160723168303547,0.292392361616989,0.0880853045148288,0.961913281
PD07-45LPM,ps21,0.401807920758867,0.730980904042474,0.220213261287072,0.996054335
PD03-18LPM,ps21,0.116323431477447,0.73592394276351,0.201177185467005,0.9897218139
PD03-45LPM,ps21,0.290808578693617,1.83980985690878,0.502942963667513,0.9917105189
PD02-18LPM,ps21,0.13837143707787,0.685051636989787,0.18872879618567,1.000000002
PD02-45LPM,ps21,0.345928593310466,1.71262909247447,0.471821990464175,1
PD08-18LPM,ps21,0.289521737358475,2.02152001965854,0.188488210462382,1.000000018
PD08-45LPM,ps21,0.723804343396187,5.05380004914636,0.471220526155955,0.9999999829
PD20-18LPM,ps21,0.164315002060103,0.62277737131871,0.187024922911797,0.99999996
PD20-45LPM,ps21,0.410787505150257,1.55694342829678,0.467562307279492,1.000000047
PD21-18LPM,ps21,0.116655164483465,0.302592496529307,0.276532787023269,1.000000047
PD21-45LPM,ps21,0.291637911208662,0.756481241323267,0.691331967558172,0.999999996
PD09-18LPM,ps21,0.307053988247785,1.88668521479244,0.209266638149539,1
PD09-45LPM,ps21,0.767634970619464,4.71671303698111,0.523166595373847,1.0000000236
PD19-18LPM,ps21,0.0845887431843092,6.61244321718227,0.156944335682973,0.999870428
PD19-45LPM,ps21,0.211471857960773,16.5311080429557,0.392360839207432,0.9999999592
PD10-18LPM,ps21,0.107766548216667,0.915905884038847,0.0756059420306935,0.999198532
PD10-45LPM,ps21,0.269416370541669,2.28976471009712,0.189014855076734,0.9999999917
PD13-18LPM,ps21,0.129691636210545,0.394390215584352,0.207131555759848,1.0000000283
PD13-45LPM,ps21,0.324229090526362,0.985975538960881,0.517828889399621,1.0000000048
PD01-18LPM,ps22,0.12354185794261,0.471510667822956,0.147584309472971,0.98744062
PD01-45LPM,ps22,0.308854644856524,1.17877666955739,0.368960773682429,0.999487741
PD07-18LPM,ps22,0.176330638296479,0.320785934605054,0.0966390728454594,0.970988234
PD07-45LPM,ps22,0.440826595741197,0.801964836512635,0.241597682113649,0.993246968
PD03-18LPM,ps22,0.127619341615495,0.807387882748001,0.220713055239737,0.9909168255
PD03-45LPM,ps22,0.319048354038736,2.01846970687,0.551782638099342,0.9859505896
PD02-18LPM,ps22,0.151808380082833,0.751575480321037,0.20705583051657,0.99999995
PD02-45LPM,ps22,0.379520950882671,1.87893870080259,0.517639576291424,1.0000000449
PD08-18LPM,ps22,0.317636550398931,2.21782534004238,0.206791882047907,1.0000000366
PD08-45LPM,ps22,0.794091375997328,5.54456335010594,0.516979705119767,1
PD20-18LPM,ps22,0.180271267053574,0.683253898988801,0.205186497892471,1.00000001
PD20-45LPM,ps22,0.450678167633935,1.708134747472,0.512966244731177,0.999999968
PD21-18LPM,ps22,0.127983288477123,0.33197658196961,0.303386271938252,1
PD21-45LPM,ps22,0.319958221192808,0.829941454924025,0.75846567984563,0.999999975
PD09-18LPM,ps22,0.33687131924226,2.06989702667241,0.229588056709881,1.00000004
PD09-45LPM,ps22,0.84217829810565,5.17474256668103,0.573970141774703,0.9999999763
PD19-18LPM,ps22,0.0928029682081437,7.25456289526893,0.172184851630907,0.999999914
PD19-45LPM,ps22,0.232007420520359,18.1364072381723,0.430462129077267,0.9999999479
PD10-18LPM,ps22,0.118231518421566,1.00484747069603,0.0829478671805438,0.999172809
PD10-45LPM,ps22,0.295578796053915,2.51211867674007,0.207369667951359,0.9999999535
PD13-18LPM,ps22,0.142285703026522,0.43268857368798,0.227245641210215,1.00000001
PD13-45LPM,ps22,0.355714257566304,1.08172143421995,0.568114103025538,0.9999999565
PD01-18LPM,ps23,0.134983475207515,0.515178819552198,0.161252577146909,0.992742079
PD01-45LPM,ps23,0.337458688018788,1.2879470488805,0.403131442867272,0.9999999897
PD07-18LPM,ps23,0.192661197906502,0.350494973701917,0.105589134814308,0.976985476
PD07-45LPM,ps23,0.481652994766256,0.876237434254793,0.263972837035771,0.996417412
PD03-18LPM,ps23,0.139438588036752,0.882162726615223,0.241154016266842,0.9951371234
PD03-45LPM,ps23,0.348596470091881,2.20540681653806,0.602885040667104,0.9914030463
PD02-18LPM,ps23,0.165867852810853,0.821181354271189,0.226231951101856,0.999999988
PD02-45LPM,ps23,0.414669632765291,2.05295338567797,0.565579877754639,1
PD08-18LPM,ps23,0.347053914679609,2.42322542972665,0.225943557498512,0.999999955
PD08-45LPM,ps23,0.867634786699022,6.05806357431663,0.56485889374628,1
PD20-18LPM,ps23,0.196966781236668,0.746532286874273,0.224189493443198,0.99999999
PD20-45LPM,ps23,0.492416953091669,1.86633071718568,0.560473733607996,0.999999958
PD21-18LPM,ps23,0.139836241212701,0.362722023677086,0.331483871122462,0.9999999517
PD21-45LPM,ps23,0.349590603031754,0.906805059192716,0.828709677806155,1
PD09-18LPM,ps23,0.368070078646415,2.26159698935189,0.250850960775062,1.00000004
PD09-45LPM,ps23,0.920175196616038,5.65399247337974,0.627127401937655,1
PD19-18LPM,ps23,0.101397755925988,7.9264317942328,0.188131456320069,0.9999999094
PD19-45LPM,ps23,0.25349438981497,19.816079485582,0.470328640800172,0.999999995
PD10-18LPM,ps23,0.129181327700431,1.09790969560326,0.0906299416209402,0.999571685
PD10-45LPM,ps23,0.322953319251077,2.74477423900815,0.22657485405235,1.0000000492
PD13-18LPM,ps23,0.155463249352996,0.472761283759538,0.248291606481785,0.999870865
PD13-45LPM,ps23,0.388658123382491,1.18190320939885,0.620729016204462,1.000000012
PD01-18LPM,ps24,0.146931707973944,0.560780523337647,0.175526052644378,0.994927733
PD01-45LPM,ps24,0.367329269934859,1.40195130834412,0.438815131610946,0.9997950711
PD07-18LPM,ps24,0.209714847133617,0.381519478907578,0.114935490421375,0.981648942
PD07-45LPM,ps24,0.524287117834042,0.953798697268945,0.287338726053439,0.998981234
PD03-18LPM,ps24,0.15178117074122,0.960248474365176,0.262500068548321,0.996008646
PD03-45LPM,ps24,0.379452926853051,2.40062118591294,0.656250171370802,0.996167284
PD02-18LPM,ps24,0.180549855261932,0.893869258840244,0.246257157941528,0.9999999812
PD02-45LPM,ps24,0.451374638958325,2.23467314710061,0.61564289485382,1
PD08-18LPM,ps24,0.377773830200508,2.63772028871137,0.245943236814198,0.99999996
PD08-45LPM,ps24,0.944434575501269,6.59430072177842,0.614858092035495,1
PD20-18LPM,ps24,0.214401544609384,0.812612534975127,0.244033909563979,1.00000002
PD20-45LPM,ps24,0.53600386152346,2.03153133743782,0.610084773909948,0.999999956
PD21-18LPM,ps24,0.152214022690199,0.394828821651736,0.360825584575898,0.99999996
PD21-45LPM,ps24,0.380535056725497,0.987072054129341,0.902063961439746,1
PD09-18LPM,ps24,0.40065026646025,2.46178510283088,0.273055350345081,0.99999997
PD09-45LPM,ps24,1.00162566615063,6.15446275707721,0.682638375862703,1.0000000115
PD19-18LPM,ps24,0.110373106337842,8.6280499140739,0.204784149750458,0.999999987
PD19-45LPM,ps24,0.275932765844604,21.5701247851847,0.511960374376146,1.0000000113
PD10-18LPM,ps24,0.140615976053262,1.19509255876054,0.0986521653518828,0.999110211
PD10-45LPM,ps24,0.351539940133155,2.98773139690136,0.246630413379707,1.00000004
PD13-18LPM,ps24,0.169224275189969,0.514608345799026,0.270269451574557,0.999999961
PD13-45LPM,ps24,0.423060687974922,1.28652086449756,0.675673628936393,1
PD01-18LPM,ps25,0.159386556241895,0.608315779179302,0.19040473596538,0.995850204
PD01-45LPM,ps25,0.398466390604738,1.52078944794826,0.47601183991345,0.9996927021
PD07-18LPM,ps25,0.227491585977822,0.413859450222037,0.124678139666661,0.98447636
PD07-45LPM,ps25,0.568728964944555,1.03464862555509,0.311695349166652,0.9996559389
PD03-18LPM,ps25,0.164647089728899,1.04164512599786,0.284751212084173,0.9971103448
PD03-45LPM,ps25,0.411617724322247,2.60411281499465,0.711878030210433,0.998000715
PD02-18LPM,ps25,0.195854387436068,0.969639194028201,0.267131451035587,1.0000000429
PD02-45LPM,ps25,0.489635969461774,2.4240979850705,0.667828627588966,1
PD08-18LPM,ps25,0.409796296961628,2.86130991699653,0.266790919994965,1.000000031
PD08-45LPM,ps25,1.02449074240407,7.15327479249132,0.666977299987412,1
PD20-18LPM,ps25,0.232575557171722,0.881494643291362,0.264719746254814,1
PD20-45LPM,ps25,0.581438892929306,2.20373660822841,0.661799365637034,1.000000012
PD21-18LPM,ps25,0.165116632909616,0.42829697589356,0.391411412298562,0.99999998
PD21-45LPM,ps25,0.412791582274039,1.0707424397339,0.978528530746405,1
PD09-18LPM,ps25,0.434611882683766,2.67046136710939,0.296201225419939,0.99999999
PD09-45LPM,ps25,1.08652970670942,6.67615341777346,0.740503063549847,1
PD19-18LPM,ps25,0.119729019443705,9.35941725479221,0.222142931922076,1.0000000468
PD19-45LPM,ps25,0.299322548609262,23.3985431369805,0.55535732980519,0.9999999833
PD10-18LPM,ps25,0.15253546348006,1.29639606016788,0.107014538373371,0.999690987
PD10-45LPM,ps25,0.381338658700149,3.24099015041969,0.267536345933429,1.0000000793
PD13-18LPM,ps25,0.183568780537439,0.558229759806444,0.293179176488532,0.999999974
PD13-45LPM,ps25,0.458921951343597,1.39557439951611,0.732947941221331,1.0000000139
PD01-18LPM,ps26,0.17234802001137,0.657784587077165,0.205888627109914,0.998004641
PD01-45LPM,ps26,0.430870050028425,1.64446146769291,0.514721567774785,0.9994877952
PD07-18LPM,ps26,0.245991414439118,0.447514887645294,0.134817082550164,0.987753306
PD07-45LPM,ps26,0.614978536097796,1.11878721911324,0.337042706375411,0.998724901
PD03-18LPM,ps26,0.178036344999787,1.12635268151327,0.3079074468744,0.9979747065
PD03-45LPM,ps26,0.445090862499467,2.81588170378318,0.769768617186,0.999403743
PD02-18LPM,ps26,0.211781449333261,1.04849115983506,0.288854830384031,1.0000000452
PD02-45LPM,ps26,0.529453624275638,2.62122789958765,0.722137075960078,1.0000000196
PD08-18LPM,ps26,0.443121314962969,3.09399431458213,0.288486607040812,0.9999999827
PD08-45LPM,ps26,1.10780328740742,7.73498578645532,0.72121651760203,1
PD20-18LPM,ps26,0.251488818923684,0.953178611822979,0.286247003515701,0.999999959
PD20-45LPM,ps26,0.628722047309209,2.38294652955745,0.715617508789254,1.000000027
PD21-18LPM,ps26,0.178544071870952,0.463126486402556,0.423241354290452,0.99999996
PD21-45LPM,ps26,0.446360179677379,1.15781621600639,1.05810338572613,1
PD09-18LPM,ps26,0.469954927316962,2.8876257821874,0.320288585999634,1.000000036
PD09-45LPM,ps26,1.17488731829241,7.21906445546849,0.800721464999086,0.9999999828
PD19-18LPM,ps26,0.129465495243578,10.1205338163877,0.240207802834922,0.9999999951
PD19-45LPM,ps26,0.323663738108944,25.3013345409694,0.600519507087304,1.00000003
PD10-18LPM,ps26,0.164939789980823,1.40182019982526,0.115717060685406,0.9995165023
PD10-45LPM,ps26,0.412349474952058,3.50455049956316,0.289292651713516,1.000000024
PD13-18LPM,ps26,0.198496765395406,0.603625525781792,0.31702078122371,0.999860034
PD13-45LPM,ps26,0.496241913488516,1.50906381445448,0.792551953059276,1.000000026
PD01-18LPM,ps27,0.185816099282367,0.709186947031235,0.22197772607798,0.999096767
PD01-45LPM,ps27,0.464540248205918,1.77296736757809,0.55494431519495,0.9999999981
PD07-18LPM,ps27,0.265214332517506,0.48248579117735,0.145352319071886,0.9889828351
PD07-45LPM,ps27,0.663035831293765,1.20621447794337,0.363380797679715,0.9997652911
PD03-18LPM,ps27,0.191948936553886,1.21437114091142,0.331968772919,0.9985789987
PD03-45LPM,ps27,0.479872341384714,3.03592785227854,0.829921932297501,0.9995161129
PD02-18LPM,ps27,0.228331040953513,1.13042515626082,0.311427295986862,1.0000000159
PD02-45LPM,ps27,0.570827603399917,2.82606289065206,0.778568239967156,1
PD08-18LPM,ps27,0.477748884204532,3.33577348146817,0.31103029795174,1.0000000112
PD08-45LPM,ps27,1.19437221051133,8.33943370367042,0.777575744879351,1
PD20-18LPM,ps27,0.271141329865267,1.02766444056998,0.308615681346643,0.999999994
PD20-45LPM,ps27,0.677853324663168,2.56916110142495,0.771539203366607,0.999999955
PD21-18LPM,ps27,0.192496339574207,0.499317353178726,0.456315410551569,1.000000021
PD21-45LPM,ps27,0.481240848935518,1.24829338294682,1.14078852637892,0.999999976
PD09-18LPM,ps27,0.506679400359839,3.11327834806492,0.345317432084169,1.000000039
PD09-45LPM,ps27,1.2666985008996,7.7831958701623,0.863293580210421,1
PD19-18LPM,ps27,0.13958253373746,10.9113995988605,0.258978762488995,0.9999999611
PD19-45LPM,ps27,0.34895633434365,27.2784989971512,0.647446906222488,0.99999996
PD10-18LPM,ps27,0.177828955555553,1.5113649777327,0.124759732287987,0.9999999514
PD10-45LPM,ps27,0.444572388888883,3.77841244433176,0.311899330719969,0.999999993
PD13-18LPM,ps27,0.214008229763872,0.650795643725069,0.341794265780091,0.9998558972
PD13-45LPM,ps27,0.53502057440968,1.62698910931267,0.854485664450228,1.000000043
PD01-18LPM,ps28,0.199790794054888,0.762522859041512,0.238672032869578,0.99988489
PD01-45LPM,ps28,0.49947698513722,1.90630714760378,0.596680082173946,0.9999999811
PD07-18LPM,ps28,0.285160340212985,0.518772160818204,0.156283849231826,0.991537394
PD07-45LPM,ps28,0.712900850532461,1.29693040204551,0.390709623079566,0.9998810475
PD03-18LPM,ps28,0.206384864391194,1.30570050419229,0.356935190217974,0.9986854472
PD03-45LPM,ps28,0.515962160977986,3.26425126048073,0.892337975544936,0.999509087
PD02-18LPM,ps28,0.245503162296822,1.21544118330549,0.33484884784408,1.0000000096
PD02-45LPM,ps28,0.613757906834611,3.03860295826372,0.837122119610199,1
PD08-18LPM,ps28,0.513679004686315,3.58664741765465,0.334421992727749,1.0000000037
PD08-45LPM,ps28,1.28419751171579,8.96661854413662,0.836054981819373,1
PD20-18LPM,ps28,0.291533089996473,1.10495212953236,0.331825779747638,1.000000001
PD20-45LPM,ps28,0.728832724991183,2.7623803238309,0.829564449369094,0.9999999796
PD21-18LPM,ps28,0.206973436019382,0.53686957622207,0.490633581081913,0.999999977
PD21-45LPM,ps28,0.517433590048455,1.34217394055517,1.22658395270478,1.0000000214
PD09-18LPM,ps28,0.544785301812396,3.34741906474195,0.371287763673541,1.000000047
PD09-45LPM,ps28,1.36196325453099,8.36854766185488,0.928219409183853,1
PD19-18LPM,ps28,0.150080134925352,11.7320146022105,0.278455810884296,1.000000037
PD19-45LPM,ps28,0.375200337313381,29.3300365055261,0.696139527210741,0.9999999539
PD10-18LPM,ps28,0.191202960204249,1.62503039389019,0.134142553181115,0.9996434487
PD10-45LPM,ps28,0.478007400510623,4.06257598472548,0.335356382952787,0.9999999721
PD13-18LPM,ps28,0.230103173642835,0.699740113636277,0.367499630157675,0.999999971
PD13-45LPM,ps28,0.575257934107088,1.74935028409069,0.918749075394187,0.999999976
PD01-18LPM,ps29,0.214272104328931,0.817792323107995,0.255971547484709,0.9998826108
PD01-45LPM,ps29,0.535680260822329,2.04448080776999,0.639928868711772,1.000000044
PD07-18LPM,ps29,0.305829437525554,0.556373996567855,0.167611673029985,0.9972285993
PD07-45LPM,ps29,0.764573593813885,1.39093499141964,0.419029182574962,0.9997593075
PD03-18LPM,ps29,0.221344128511713,1.4003407713559,0.382806698771322,0.9994020556
PD03-45LPM,ps29,0.553360321279283,3.50085192838975,0.957016746928306,1.0000000055
PD02-18LPM,ps29,0.263297813363189,1.30353924096905,0.359119485955683,0.9999999506
PD02-45LPM,ps29,0.65824453457972,3.25884810242264,0.897798714889208,1
PD08-18LPM,ps29,0.550911676408321,3.84661612314157,0.358661691368838,1
PD08-45LPM,ps29,1.3772791910208,9.61654030785393,0.896654228422096,1
PD20-18LPM,ps29,0.312664099317302,1.18504167871012,0.355877298718686,1.000000022
PD20-45LPM,ps29,0.781660248293255,2.96260419677531,0.889693246796715,1.0000000381
PD21-18LPM,ps29,0.221975361206476,0.575783155532587,0.526195865881483,1.000000032
PD21-45LPM,ps29,0.55493840301619,1.43945788883147,1.31548966470371,1
PD09-18LPM,ps29,0.584272631674634,3.59004793221849,0.398199580767752,0.999999981
